BPS Race,Gender,Grade,Date,Time,Absent?,Tardy?,Dismissed?,Reason,Excused?,Home Lang,Student No,Filter
Hispanic,F,12,10/24/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,249801,Absent
White,M,7,10/24/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,314316,Absent
White,F,10,10/24/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,337206,Tardy
White,F,9,10/24/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,297204,Absent
Hispanic,M,9,10/24/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,298297,Absent
Asian,F,9,10/24/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Mandarin,305877,Absent
Hispanic,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,221979,Absent
Hispanic,F,10,10/23/2017,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,301226,Tardy
Hispanic,M,11,10/23/2017,10:22 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,Spanish,201388,Tardy
Hispanic,F,9,10/23/2017,8:27 AM,FALSE,TRUE,FALSE,,FALSE,English,297211,Tardy
Black,F,10,10/23/2017,7:23 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,245448,Tardy
Hispanic,F,9,10/23/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,301876,Tardy
Hispanic,M,9,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,370416,Tardy
Black,M,8,10/23/2017,7:21 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,307636,Tardy
White,F,9,10/23/2017,7:47 AM,FALSE,TRUE,FALSE,,FALSE,English,311066,Tardy
Black,F,12,10/23/2017,9:57 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258550,Tardy
Black,F,9,10/23/2017,8:47 AM,,,,,,,,Present
Hispanic,M,8,10/23/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,254650,Tardy
Asian,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,Bereavement,TRUE,Urdu,324761,Absent
Black,F,11,10/23/2017,7:58 AM,FALSE,TRUE,FALSE,,FALSE,English,258226,Tardy
Black,F,8,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,305176,Absent
White,M,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,Italian,298030,Absent
Hispanic,M,11,10/23/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,260332,Tardy
Black,M,10,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,388643,Tardy
Other,F,10,10/23/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,311143,Tardy
Hispanic,M,10,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,201526,Absent
Black,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,348402,Absent
White,M,10,10/23/2017,11:06 AM,FALSE,FALSE,TRUE,,FALSE,English,226777,Present
Hispanic,F,9,10/23/2017,8:14 AM,FALSE,TRUE,FALSE,,FALSE,English,295906,Tardy
Hispanic,F,12,10/23/2017,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,326287,Tardy
White,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,246805,Absent
Hispanic,F,11,10/23/2017,8:17 AM,FALSE,TRUE,FALSE,,FALSE,English,245845,Tardy
Hispanic,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,249361,Absent
Black,F,12,10/23/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,348379,Tardy
Black,M,8,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,315826,Tardy
White,F,10,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,268317,Absent
Other,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,220458,Absent
Asian,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Arabic,240937,Absent
Hispanic,M,12,10/23/2017,9:31 AM,FALSE,TRUE,FALSE,,FALSE,English,248560,Tardy
Black,F,8,10/23/2017,8:05 AM,FALSE,TRUE,FALSE,,FALSE,English,323038,Tardy
Black,M,11,10/23/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,298745,Tardy
Hispanic,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,303250,Absent
White,F,10,10/23/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,296567,Tardy
Black,F,11,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,Other,243030,Tardy
Black,M,7,10/23/2017,10:18 AM,FALSE,FALSE,TRUE,,FALSE,English,314579,Present
Black,M,9,10/23/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,331895,Tardy
Hispanic,M,8,10/23/2017,9:42 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,296885,Tardy
Black,M,7,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,307261,Absent
Hispanic,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,267503,Absent
Hispanic,M,7,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,308143,Tardy
Black,M,10,10/23/2017,9:00 AM,FALSE,TRUE,FALSE,,FALSE,English,259281,Tardy
Hispanic,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,311116,Absent
Asian,F,12,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,258257,Tardy
Black,F,8,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,314336,Tardy
Black,M,11,10/23/2017,7:45 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,259455,Tardy
Hispanic,F,8,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,314558,Absent
White,F,11,10/23/2017,10:42 AM,TRUE,TRUE,FALSE,,FALSE,English,348357,Absent
Asian,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,314134,Absent
White,M,7,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,365401,Absent
White,M,8,10/23/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,320392,Tardy
Black,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,300625,Absent
Black,M,12,10/23/2017,9:55 AM,FALSE,TRUE,FALSE,,FALSE,English,263170,Tardy
Hispanic,M,7,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,308716,Absent
Black,F,12,10/23/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,English,240335,Present
Black,M,12,10/23/2017,7:52 AM,FALSE,TRUE,FALSE,,FALSE,English,329331,Tardy
Hispanic,F,8,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,306650,Tardy
Asian,M,12,10/23/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,348436,Tardy
Other,F,9,10/23/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,248186,Tardy
Hispanic,F,7,10/23/2017,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,339328,Tardy
Hispanic,M,11,10/23/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,259606,Tardy
Asian,F,12,10/23/2017,8:00 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,258900,Tardy
Hispanic,F,11,10/23/2017,7:27 AM,,,,,,,,Present
Black,F,12,10/23/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,350100,Tardy
White,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,296605,Absent
Hispanic,F,12,10/23/2017,8:17 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,236424,Tardy
Hispanic,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,261073,Absent
Black,F,12,10/23/2017,8:25 AM,FALSE,FALSE,TRUE,Illness/Medical,TRUE,English,299389,Present
White,F,8,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316713,Absent
Asian,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,268836,Absent
Hispanic,M,7,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,316010,Absent
Black,M,12,10/23/2017,7:45 AM,FALSE,TRUE,FALSE,,FALSE,English,251040,Tardy
White,F,10,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,298712,Absent
Hispanic,F,9,10/23/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,380196,Tardy
White,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,267138,Absent
Black,F,10,10/23/2017,10:03 AM,FALSE,TRUE,FALSE,,FALSE,English,250550,Tardy
Black,F,10,10/23/2017,9:01 AM,FALSE,TRUE,FALSE,,FALSE,English,264644,Tardy
Asian,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Mandarin,350345,Absent
Hispanic,F,11,10/23/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,260568,Tardy
Black,F,8,10/23/2017,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,305821,Tardy
Black,F,8,10/23/2017,7:42 AM,FALSE,TRUE,FALSE,,FALSE,English,388572,Tardy
White,F,10,10/23/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,Polish,268512,Tardy
Black,F,9,10/23/2017,7:40 AM,,,,,,,,Present
Black,F,8,10/23/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,320670,Tardy
Black,F,9,10/23/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,381193,Tardy
Black,F,12,10/23/2017,8:45 AM,FALSE,TRUE,FALSE,,FALSE,English,261745,Tardy
White,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Arabic,259056,Absent
White,F,9,10/23/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,305680,Tardy
White,F,8,10/23/2017,8:24 AM,FALSE,TRUE,FALSE,,FALSE,English,268071,Tardy
Black,F,9,10/23/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,361936,Tardy
White,M,12,10/23/2017,9:03 AM,FALSE,TRUE,FALSE,,FALSE,English,258955,Tardy
Hispanic,F,8,10/23/2017,8:05 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,308796,Tardy
Hispanic,F,10,10/23/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,300597,Tardy
Asian,F,12,10/23/2017,8:48 AM,FALSE,TRUE,FALSE,Other,TRUE,Vietnamese,263682,Tardy
White,F,7,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,324828,Absent
Hispanic,F,8,10/23/2017,8:14 AM,FALSE,TRUE,FALSE,,FALSE,English,297192,Tardy
Black,M,11,10/23/2017,7:58 AM,FALSE,TRUE,FALSE,,FALSE,English,262843,Tardy
Asian,M,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,236399,Absent
Hispanic,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,298684,Absent
Hispanic,F,10,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,300401,Absent
Black,M,12,10/23/2017,8:48 AM,FALSE,TRUE,FALSE,,FALSE,English,259787,Tardy
Asian,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,240141,Absent
Hispanic,F,10,10/23/2017,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,367447,Tardy
Hispanic,F,8,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316147,Absent
Hispanic,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,340387,Absent
White,F,10,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,357866,Absent
Hispanic,F,7,10/23/2017,7:42 AM,,,,,,,,Present
Hispanic,F,10,10/23/2017,8:16 AM,,,,,,,,Present
Asian,F,10,10/23/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,248482,Tardy
Asian,M,12,10/23/2017,9:02 AM,FALSE,TRUE,FALSE,,FALSE,Toishanese,235167,Tardy
Hispanic,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,268909,Absent
Hispanic,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,258431,Absent
Black,M,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,236692,Absent
White,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,267231,Absent
Black,F,9,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,316057,Tardy
White,F,11,10/23/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,317374,Tardy
Hispanic,F,9,10/23/2017,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,258788,Tardy
White,F,12,10/23/2017,7:42 AM,FALSE,TRUE,FALSE,,FALSE,English,259328,Tardy
Asian,F,11,10/23/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,241671,Tardy
Asian,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,Bereavement,TRUE,Vietnamese,248915,Absent
Hispanic,M,9,10/23/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,303643,Tardy
Black,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,Haitian,349071,Absent
Other,F,9,10/23/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,301038,Tardy
White,F,10,10/23/2017,9:11 AM,FALSE,TRUE,FALSE,,FALSE,English,367482,Tardy
Hispanic,F,8,10/23/2017,8:00 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,315061,Tardy
Black,M,11,10/23/2017,8:11 AM,FALSE,TRUE,FALSE,,FALSE,English,246546,Tardy
White,F,9,10/23/2017,8:31 AM,FALSE,TRUE,FALSE,,FALSE,English,306128,Tardy
Hispanic,M,10,10/23/2017,8:46 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,247439,Tardy
White,M,9,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297737,Absent
Black,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,264646,Absent
Hispanic,F,11,10/23/2017,7:34 AM,,,,,,,,Present
White,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,306155,Absent
Hispanic,M,12,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,260785,Tardy
White,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,258958,Absent
Black,F,12,10/23/2017,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,313017,Tardy
Hispanic,M,11,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,259049,Absent
Hispanic,M,12,10/23/2017,10:00 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,229100,Tardy
Hispanic,M,9,10/23/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,302112,Tardy
White,F,12,10/23/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,English,312022,Present
Hispanic,M,10,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,237880,Tardy
Other,M,8,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,298304,Absent
Asian,F,11,10/23/2017,8:22 AM,FALSE,TRUE,FALSE,,FALSE,English,269847,Tardy
Black,F,8,10/23/2017,8:05 AM,FALSE,TRUE,FALSE,,FALSE,English,314856,Tardy
Hispanic,M,12,10/23/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,265788,Tardy
White,F,12,10/23/2017,9:29 AM,FALSE,TRUE,FALSE,,FALSE,English,238956,Tardy
White,F,10,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,239598,Absent
Black,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,249074,Absent
White,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,328649,Absent
Hispanic,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Other,TRUE,English,243153,Absent
Hispanic,F,8,10/23/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,297368,Tardy
Hispanic,M,10,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,268769,Absent
White,M,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,330657,Absent
White,M,11,10/23/2017,8:17 AM,FALSE,TRUE,FALSE,,FALSE,English,330656,Tardy
Black,M,11,10/23/2017,7:38 AM,FALSE,TRUE,FALSE,,FALSE,English,269429,Tardy
Black,F,11,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,244103,Absent
White,M,12,10/23/2017,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,259170,Tardy
Black,F,8,10/23/2017,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,388594,Tardy
White,M,9,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,383349,Absent
Hispanic,F,11,10/23/2017,9:09 AM,FALSE,TRUE,FALSE,,FALSE,English,259554,Tardy
Hispanic,M,7,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,324992,Absent
Black,M,12,10/23/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,348321,Tardy
Hispanic,F,7,10/23/2017,7:35 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,332075,Tardy
Black,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,359657,Absent
Hispanic,F,12,10/23/2017,7:42 AM,FALSE,TRUE,FALSE,,FALSE,English,258176,Tardy
Hispanic,F,11,10/23/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,267836,Tardy
Black,F,12,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,367427,Absent
Black,F,9,10/23/2017,10:52 AM,FALSE,FALSE,TRUE,,FALSE,English,380240,Present
Black,M,11,10/23/2017,7:46 AM,FALSE,TRUE,FALSE,,FALSE,English,248454,Tardy
Hispanic,M,11,10/23/2017,7:46 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,263755,Tardy
Black,F,11,10/23/2017,8:07 AM,FALSE,TRUE,FALSE,,FALSE,English,303567,Tardy
White,F,7,10/23/2017,7:39 AM,FALSE,TRUE,FALSE,,FALSE,Albanian,327067,Tardy
Asian,F,12,10/23/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,Toishanese,241853,Present
Hispanic,F,9,10/23/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,309856,Absent
Hispanic,F,10,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,253798,Tardy
Black,F,10,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,245448,Tardy
Black,M,9,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,298417,Tardy
Hispanic,F,9,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,301876,Absent
Hispanic,F,11,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,260916,Absent
Hispanic,M,9,10/20/2017,8:09 AM,FALSE,TRUE,FALSE,,FALSE,English,370416,Tardy
Hispanic,F,8,10/20/2017,8:08 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,317880,Tardy
Black,F,12,10/20/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258550,Tardy
Hispanic,F,12,10/20/2017,7:33 AM,,,,,,,,Present
White,F,7,10/20/2017,9:55 AM,FALSE,FALSE,TRUE,,FALSE,English,400558,Present
Hispanic,M,7,10/20/2017,8:13 AM,TRUE,FALSE,TRUE,,FALSE,English,320031,Absent
Black,M,12,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,258397,Tardy
Black,F,11,10/20/2017,8:40 AM,FALSE,TRUE,FALSE,,FALSE,English,258226,Tardy
White,M,7,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Albanian,341861,Tardy
White,F,9,10/20/2017,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,380167,Tardy
Other,F,10,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,311143,Tardy
Black,F,12,10/20/2017,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,348402,Tardy
Hispanic,M,12,10/20/2017,7:37 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,241902,Tardy
White,F,7,10/20/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,392830,Absent
Hispanic,F,9,10/20/2017,9:10 AM,FALSE,TRUE,FALSE,,FALSE,English,295906,Tardy
Hispanic,F,12,10/20/2017,8:13 AM,,,,,,,,Present
Hispanic,M,12,10/20/2017,7:44 AM,FALSE,TRUE,FALSE,,FALSE,English,247647,Tardy
White,M,12,10/20/2017,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,263309,Tardy
Hispanic,F,11,10/20/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,245845,Tardy
Hispanic,F,11,10/20/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,258377,Tardy
Black,F,10,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,209285,Tardy
Black,F,12,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,348379,Tardy
Black,M,8,10/20/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,315826,Tardy
White,F,12,10/20/2017,8:10 AM,FALSE,TRUE,FALSE,,FALSE,English,257846,Tardy
Black,M,12,10/20/2017,7:47 AM,FALSE,TRUE,FALSE,,FALSE,English,327768,Tardy
Hispanic,M,8,10/20/2017,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,308095,Tardy
Black,F,12,10/20/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,359530,Tardy
White,F,10,10/20/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,268317,Absent
Black,M,12,10/20/2017,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,234519,Tardy
Other,M,7,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,328638,Absent
Hispanic,M,7,10/20/2017,11:49 AM,FALSE,FALSE,TRUE,,FALSE,English,329741,Present
Hispanic,M,10,10/20/2017,7:31 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,250837,Tardy
Asian,M,12,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,304105,Absent
Asian,F,12,10/20/2017,8:30 AM,FALSE,TRUE,FALSE,,FALSE,Arabic,240937,Tardy
Black,F,12,10/20/2017,Null,FALSE,FALSE,FALSE,College Visit,TRUE,English,247372,Present
White,F,11,10/20/2017,9:32 AM,FALSE,TRUE,FALSE,,FALSE,English,357810,Tardy
White,F,10,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,256979,Tardy
White,F,12,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,260645,Tardy
White,F,12,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,260048,Tardy
Hispanic,M,12,10/20/2017,8:47 AM,FALSE,TRUE,FALSE,,FALSE,English,248560,Tardy
Hispanic,M,8,10/20/2017,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,309642,Tardy
Hispanic,M,12,10/20/2017,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,257753,Absent
Hispanic,F,12,10/20/2017,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,303250,Tardy
Black,F,12,10/20/2017,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,257970,Tardy
Hispanic,M,8,10/20/2017,11:04 AM,FALSE,FALSE,TRUE,,FALSE,Spanish,339880,Present
Black,F,11,10/20/2017,8:10 AM,FALSE,TRUE,FALSE,,FALSE,Other,243030,Tardy
Black,M,11,10/20/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,243309,Tardy
Hispanic,F,7,10/20/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,400872,Tardy
Black,F,10,10/20/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,296119,Tardy
Black,M,10,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,258727,Tardy
White,M,12,10/20/2017,7:30 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,247147,Tardy
White,F,12,10/20/2017,7:44 AM,FALSE,TRUE,FALSE,,FALSE,English,348356,Tardy
Black,M,10,10/20/2017,10:11 AM,FALSE,TRUE,FALSE,,FALSE,English,259281,Tardy
Black,M,12,10/20/2017,7:27 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,French,249039,Tardy
White,F,12,10/20/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,258869,Tardy
Black,M,11,10/20/2017,8:10 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,259455,Tardy
Hispanic,F,8,10/20/2017,1:18 PM,FALSE,FALSE,TRUE,,FALSE,English,308638,Present
White,F,12,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,251327,Absent
Asian,F,11,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,314134,Absent
Hispanic,M,11,10/20/2017,Null,TRUE,FALSE,FALSE,Bereavement,TRUE,English,269931,Absent
White,M,8,10/20/2017,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,320392,Tardy
White,F,12,10/20/2017,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,301630,Tardy
Hispanic,M,7,10/20/2017,7:57 AM,FALSE,TRUE,FALSE,,FALSE,English,308716,Tardy
Hispanic,M,12,10/20/2017,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,236817,Tardy
White,M,12,10/20/2017,Null,TRUE,FALSE,FALSE,,FALSE,English,245498,Absent
Black,F,12,10/20/2017,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,240335,Tardy
Black,M,12,10/20/2017,7:55 AM,FALSE,TRUE,FALSE,,FALSE,English,329331,Tardy
Hispanic,F,11,10/20/2017,9:12 AM,FALSE,TRUE,FALSE,,FALSE,English,269031,Tardy
White,F,7,10/20/2017,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,327012,Tardy
Black,F,12,10/20/2017,8:04 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,240903,Tardy
Hispanic,F,8,10/20/2017,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,306650,Tardy
White,M,12,10/20/2017,8:58 AM,FALSE,TRUE,FALSE,,FALSE,English,257691,Tardy
Asian,M,12,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,348436,Tardy
Other,F,9,10/20/2017,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,248186,Tardy
Hispanic,M,12,10/20/2017,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,254267,Tardy
Hispanic,F,7,10/20/2017,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,339328,Tardy
Hispanic,M,11,10/20/2017,9:04 AM,FALSE,TRUE,FALSE,,FALSE,English,259606,Tardy
Hispanic,F,7,10/20/2017,11:04 AM,FALSE,FALSE,TRUE,,FALSE,English,307859,Present
